0,1,2,Class
0.20931632816791534,0.11872225254774094,0.6719614267349243,0.0
0.23853377997875214,0.15713806450366974,0.6043281555175781,0.0
0.7719871997833252,0.16253678500652313,0.06547603756189346,0.0
0.7638471126556396,0.20151789486408234,0.03463498130440712,0.0
0.11063078045845032,0.09359338134527206,0.7957758903503418,0.0
0.1773068606853485,0.3829219937324524,0.4397711455821991,0.0
0.18099763989448547,0.7228382229804993,0.09616409242153168,0.0
0.25455600023269653,0.6442708969116211,0.10117319226264954,0.0
0.23853357136249542,0.4940161108970642,0.26745033264160156,1.0
0.32273194193840027,0.26015713810920715,0.4171109199523926,0.0
0.3213077485561371,0.5067704916000366,0.17192178964614868,0.0
0.0584266297519207,0.07631611078977585,0.8652572631835938,0.0
0.3797317147254944,0.07002858817577362,0.5502396821975708,2.0
0.9164522290229797,0.06960801035165787,0.013939779251813889,0.0
0.851897120475769,0.09257934987545013,0.055523574352264404,0.0
0.02067754790186882,0.8681811094284058,0.1111413761973381,1.0
0.659167468547821,0.05952678620815277,0.2813057005405426,0.0
0.10802057385444641,0.11805552989244461,0.773923933506012,0.0
0.2532980144023895,0.03839150816202164,0.7083104848861694,0.0
0.6078020930290222,0.0004591519827954471,0.39173874258995056,0.0
0.16974805295467377,0.8058034181594849,0.02444848231971264,0.0
0.5809361934661865,0.1062428206205368,0.31282106041908264,0.0
0.18759851157665253,0.32962292432785034,0.4827785789966583,0.0
0.16193968057632446,0.7428634762763977,0.09519689530134201,0.0
0.9991446733474731,0.0006619289633817971,0.0001934372412506491,0.0
0.25967782735824585,0.6722383499145508,0.06808380782604218,0.0
0.21455007791519165,0.18009337782859802,0.6053565740585327,0.0
0.5050098299980164,0.09684186428785324,0.3981482684612274,1.0
0.5984692573547363,0.18022465705871582,0.22130605578422546,0.0
7.911370403235196e-07,0.998940646648407,0.001058514229953289,0.0
0.5112320780754089,0.08093590289354324,0.40783196687698364,0.0
0.09300137311220169,0.7795352339744568,0.1274634450674057,2.0
0.11384829878807068,0.00849748682230711,0.8776541948318481,0.0
0.03699949383735657,0.9211698174476624,0.041830722242593765,1.0
0.030097177252173424,0.2993461489677429,0.6705566644668579,1.0
0.04590175673365593,0.0005427604191936553,0.9535555243492126,0.0
0.021300312131643295,0.9670941829681396,0.011605472303926945,0.0
0.044783737510442734,0.9252746105194092,0.029941681772470474,0.0
0.14018301665782928,0.3836686909198761,0.47614821791648865,0.0
0.15866677463054657,0.6540961861610413,0.18723709881305695,0.0
0.29705506563186646,0.04174940660595894,0.6611955165863037,1.0
0.05634305253624916,0.8479431867599487,0.09571367502212524,0.0
0.24404847621917725,0.7007713913917542,0.05518006533384323,0.0
0.9917814135551453,0.0009137349552474916,0.007304883096367121,0.0
0.4248757064342499,0.04227016493678093,0.5328540802001953,0.0
0.41980671882629395,0.010873292572796345,0.5693199634552002,0.0
0.2632257044315338,0.6312510371208191,0.10552329570055008,0.0
0.13804930448532104,0.8089932799339294,0.052957434207201004,0.0
0.5222253203392029,0.39502736926078796,0.08274725824594498,0.0
0.3341342806816101,0.4627718925476074,0.20309385657310486,0.0
0.8806936740875244,0.10313981026411057,0.01616654172539711,0.0
0.3561954200267792,0.38123518228530884,0.2625694274902344,2.0
0.11157865822315216,0.44504421949386597,0.44337713718414307,0.0
0.6585609912872314,0.29719260334968567,0.04424634203314781,0.0
0.20117300748825073,0.5942696928977966,0.20455728471279144,0.0
0.16567353904247284,0.7160225510597229,0.11830390989780426,0.0
0.5837640166282654,0.25041162967681885,0.16582435369491577,0.0
0.6487476825714111,0.21214184165000916,0.13911046087741852,0.0
0.09403382986783981,0.4072813093662262,0.498684823513031,0.0
0.049460578709840775,0.8258699774742126,0.12466949224472046,0.0
0.10520172119140625,0.0009873573435470462,0.8938109278678894,0.0
0.44276630878448486,0.19166256487369537,0.36557114124298096,0.0
0.06497935205698013,0.9014257192611694,0.03359488025307655,0.0
0.12545570731163025,0.38553932309150696,0.4890049397945404,0.0
0.005846427287906408,0.10789138078689575,0.8862621784210205,0.0
0.03273420035839081,0.8286773562431335,0.13858841359615326,0.0
0.4972798526287079,0.01967577263712883,0.48304444551467896,0.0
0.24589227139949799,0.5526033043861389,0.20150436460971832,0.0
0.20157718658447266,0.44040846824645996,0.358014315366745,0.0
0.3920569121837616,0.027862779796123505,0.5800803303718567,0.0
0.4330087900161743,0.44309893250465393,0.12389229238033295,0.0
0.8954320549964905,0.10119125247001648,0.003376771928742528,0.0
0.3162088990211487,0.17430859804153442,0.5094825625419617,1.0
0.5030018091201782,0.4385961592197418,0.058402031660079956,0.0
0.0335056409239769,0.12095606327056885,0.8455383777618408,2.0
0.9939606189727783,0.0018711915472522378,0.004168234765529633,0.0
0.14313384890556335,0.09999264031648636,0.7568735480308533,0.0
0.8945352435112,0.05792393535375595,0.04754088073968887,0.0
